,0
2025-05-19,0.91083740702
2025-05-20,0.91117940702
2025-05-21,0.9110084070200001
2025-05-22,0.91060940702
2025-05-23,0.90998240702
2025-05-26,0.91021040702
2025-05-27,0.90904274786
2025-05-28,0.90762884044
2025-05-29,0.9070027700400001
2025-05-30,0.9070027700400001
2025-06-03,0.9070027700400001
2025-06-04,0.9070027700400001
2025-06-05,0.9070027700400001
2025-06-06,0.9070027700400001
2025-06-09,0.9070027700400001
2025-06-10,0.9070027700400001
2025-06-11,0.9070027700400001
2025-06-12,0.9070027700400001
2025-06-13,0.9070027700400001
2025-06-16,0.9070027700400001
2025-06-17,0.9070027700400001
2025-06-18,0.9070027700400001
2025-06-19,0.9067446592000001
2025-06-20,0.90482842908
2025-06-23,0.9064681415800001
2025-06-24,0.9099755415799999
2025-06-25,0.91562254158
2025-06-26,0.91473854158
2025-06-27,0.9144127415800001
2025-06-30,0.9158292088200001
2025-07-01,0.91521980882
2025-07-02,0.91297960882
2025-07-03,0.9141354537
2025-07-04,0.9140890537
2025-07-07,0.9134172240600001
2025-07-08,0.9154118240600001
2025-07-09,0.9151924240600001
2025-07-10,0.9167592240600001
2025-07-11,0.9183974240600001
2025-07-14,0.9180314240600002
2025-07-15,0.9170490698200001
2025-07-16,0.9169706698200002
2025-07-17,0.9185748698200001
2025-07-18,0.9195038698200001
2025-07-21,0.9212798698200001
2025-07-22,0.9226198698200001
2025-07-23,0.9227606698200002
2025-07-24,0.9258522698200001
2025-07-25,0.9255430698200001
2025-07-28,0.9265598698200002
2025-07-29,0.9275468698200001
2025-07-30,0.9260454698200001
2025-07-31,0.9226768111600001
2025-08-01,0.9205998124600001
2025-08-04,0.9239170124600001
2025-08-05,0.9245596124600001
2025-08-06,0.9275439306000002
2025-08-07,0.9270831306000001
2025-08-08,0.9244129270000001
2025-08-11,0.9255890070000002
2025-08-12,0.9323457981400003
2025-08-13,0.9393989733600003
2025-08-14,0.9394675485600003
2025-08-15,0.9475303485600003
2025-08-18,0.9519322952800003
2025-08-19,0.9507694952800002
2025-08-20,0.9553634952800003
2025-08-21,0.9548558952800003
2025-08-22,0.9670326952800004
2025-08-25,0.9711470952800002
2025-08-26,0.9691550952800002
2025-08-27,0.9680694952800003
2025-08-28,0.9773162952800003
2025-08-29,0.9742714952800002
2025-09-01,0.9776622952800003
2025-09-02,0.9713811773200004
2025-09-03,0.9676495870800004
2025-09-04,0.9632130572400004
2025-09-05,0.9629355907000003
2025-09-08,0.9608805907000003
2025-09-09,0.9578481907000004
